Created at,Id,Nom,Description,Stock,Poids,Catégorie,Prix en cents d'€,Nb de ventes - ca
2018-03-01 22:41:07 UTC,41,Plume,"GRAND BOL  ,série ""gris"" 

 Faïence émaillée d'un blanc mat légèrement satiné. 
 Calligraphie libre réalisée au pinceau.
 Les gris sont mat et les noirs tendent vers le brillant.
 Pièce très douce au toucher.
 Céramique utilitaire.
 Pas de micro-onde. 


 PIÈCE UNIQUE. 



 Diamètre 12 cm      Hauteur 9 cm",0,750,"Grand bol , série ""gris""",6900,"1 - 69,00 €"
2018-03-01 20:02:48 UTC,40,Illusion 11,"Salière

 Faïence émaillée d'un blanc mat , légèrement satiné.
 Forme ronde tournée artisanalement.
 Calligraphie réalisée au pinceau.
 Céramique utilitaire.

 PIÈCE UNIQUE.

 Diamètre 8 cm   Hauteur 6 cm (grand format)

 Pour la remplir,
 versez le sel dans la forme entonnoir,
 secouez légèrement pour le faire entrer.
 Pour l'utiliser:
 Retournez la salière secouez de bas en haut pour saler!

SALIÈRE OU POIVRER au choix à condition d'utiliser du poivre moulu.

 Effet garantie auprès de vos amis avec cet objet mystérieux qui agrémente  joliment votre table !",0,500,Salière,2800,"1 - 28,00 €"
2018-03-01 18:40:40 UTC,39,Illusion 12,"Salière

 Forme ronde totalement émaillée. 
 Faïence calligraphiée sur émail mat. 
 Céramique utilitaire.

 Pièce unique.

 
 Diamètre 7 cm     Hauteur 6 cm (petit forme)

 Pour la remplir, 
 versez le sel dans la forme entonnoir,
 secouez légèrement pour le faire entrer.
 Pour l'utiliser:
 Retournez la salière secouez de bas en haut pour saler!

SALIÈRE OU POIVRIER au choix à condition d'utiliser du poivre moulu.

 Effet garanti  auprès de vos amis avec ces objets mystérieux qui agrémentent si joliment votre table.",0,500,Salière,2500,"0 - 0,00 €"
2018-03-01 17:53:08 UTC,38, Illusion 13,"Salière
 
 Faïence émaillée d'un blanc mat , légèrement satiné.
 Forme ronde tournée artisanalement.
 Calligraphie réalisée au pinceau.
 Céramique utilitaire.

 PIÈCE UNIQUE

 Diamètre 7,5 cm         Hauteur 6 cm (taille moyenne)

 Pour la remplir,
 versez le sel dans la forme entonnoir,
 secouez légèrement pour le faire entrer.
 Pour l'utiliser:
 Retournez la salière
 secouez de bas en haut pour saler.

 SALIÈRE OU POIVRIER au choix à condition d'utiliser du poivre moulu.

 Effet garanti auprès de vos amis avec cet objet mystérieux qui agrémente si joliment votre table !
",1,500,Salière,2800,"0 - 0,00 €"
2018-02-28 19:46:03 UTC,37,TONDO Nue n°1,"TABLEAU ROND 


 Calligraphie libre réalisée au pinceau sur céramique. 
 Liseret OR.
 Email blanc mat ,légèrement satiné ,rendu porcelaine.
 Faïence blanche. 


  PIÈCE UNIQUE


  Diamètre 8,6 cm Épaisseur 2,8 cm 

  Très facile à accrocher.
  Le dos du tableau est brut , sans émail. 

  Idée de création : 
  les tableaux nommés ""NUE"" peuvent créer une composition harmonieuse entre eux sur vos murs en binôme ou en triptyque .",1,500,Tableau,5000,"0 - 0,00 €"
2018-02-28 19:41:42 UTC,36,TONDO Nue n°2,"TABLEAU ROND 


 Calligraphie libre réalisée au pinceau sur céramique. 
 Liseret OR.
 Email blanc mat ,légèrement satiné ,rendu porcelaine. 
 Faïence blanche.



  PIÈCE UNIQUE



  Diamètre 8,6 cm Épaisseur 3,2 cm.
 Très facile à accrocher.
  Le dos du tableau est brut , sans émail.

  Idée de création :
  les tableaux nommés ""NUE"" peuvent créer une composition harmonieuse entre eux sur vos murs en binôme ou en triptyque .",1,500,Tableau,5000,"0 - 0,00 €"
2018-02-28 19:12:13 UTC,35,TONDO Nue n°3,"TABLEAU ROND
  
 Calligraphie libre réalisée au pinceau sur céramique.
 Liseret OR.
 Email blanc mat ,légèrement satiné ,rendu porcelaine.
 Faïence blanche.
 

 PIÈCE UNIQUE


 Diamètre 8,6 cm Épaisseur 2,8 cm


 Très facile à accrocher. 
 Le dos du tableau est brut , sans émail.

 Idée de création : 
 les tableaux nommés ""NUE"" peuvent créer une composition harmonieuse entre eux sur vos murs en binôme  ou en triptyque .",1,500,Tableau,5000,"0 - 0,00 €"
2018-02-28 19:08:18 UTC,34,TONDO Rivage N°1,"TABLEAU ROND 


 Calligraphie libre réalisée au pinceau sur céramique.
 Liseret OR.
 Email blanc mat ,légèrement satiné ,rendu porcelaine.
 Faïence blanche.      
        

 PIÈCE UNIQUE


 Diamètre 8,4 cm      Épaisseur 3,1 cm


 Très facile à accrocher.
 Le dos du tableau est brut , sans émail.

 Idée de création :
 les tableaux nommés ""Rivage"" peuvent créer une composition harmonieuse entre eux sur vos murs en binôme ou en triptyque !",1,500,Tableau,5000,"0 - 0,00 €"
2018-02-28 19:04:51 UTC,33,TONDO Rivage n°2,"TABLEAU ROND


 Calligraphie libre réalisée au pinceau sur céramique.
 Liseret OR. Email blanc mat ,légèrement satiné ,rendu porcelaine.
 Faïence blanche.


 PIÈCE UNIQUE


 Diamètre 9,1 cm Épaisseur 3,2 cm 


Très facile à accrocher.
 Le dos du tableau est brut , sans émail.

 Idée de création :
 les tableaux nommés ""Rivage"" peuvent créer une composition harmonieuse entre eux sur vos murs en binôme ou en triptyque !",1,500,Tableau,5000,"0 - 0,00 €"
2018-02-28 19:01:11 UTC,32,TONDO Rivage n°3,"TABLEAU ROND 

 Calligraphie libre réalisée au pinceau sur céramique.
 Liseret OR. 
 Email blanc mat ,légèrement satiné ,rendu porcelaine. 
 Faïence blanche.



 PIÈCE UNIQUE


 Diamètre 9,2 cm Épaisseur 3,2 cm 


 Très facile à accrocher.
 Le dos du tableau est brut , sans émail.

 Idée de création :
 les tableaux nommés ""Rivage"" peuvent créer une composition harmonieuse entre eux sur vos murs en binôme ou en triptyque ! ",1,500,Tableau,5000,"0 - 0,00 €"
2018-02-28 18:54:18 UTC,31,TONDO Rivage n°4,"TABLEAU ROND

 Calligraphie libre réalisée au pinceau sur céramique.
 Liseret OR.
 Email blanc mat ,légèrement satiné ,rendu porcelaine.
 Faïence blanche.


 PIÈCE UNIQUE


 Diamètre 8,6 cm Épaisseur 3,2 cm 


  Très facile à accrocher.
  Le dos du tableau est brut , sans émail. 

  Idée de création :
  les tableaux nommés ""Rivage"" peuvent créer une composition harmonieuse entre eux sur vos murs en binôme ,ou en triptyque par exemple.",1,500,Tableau,5000,"0 - 0,00 €"
2018-02-28 18:47:26 UTC,30,TONDO 1,"TABLEAU ROND

 Calligraphie libre réalisée au pinceau 
 Email blanc mat satiné.
 Faïence blanche.

 PIECE UNIQUE


 Diamètre 9,3 cm       Épaisseur 3,6 cm 


Très facile à accrocher.
 Le dos du tableau est brut , sans émail.",1,500,Tableau,3500,"1 - 35,00 €"
2018-02-28 18:39:50 UTC,29,TONDO Pianocéan,"TABLEAU ROND

 Calligraphie libre réalisée au pinceau sur céramique.
 Email blanc mat , légèrement  satiné. 
 Faïence blanche.

 PIÈCE UNIQUE

 Diamètre 10 cm     Épaisseur 3 cm


 Très facile à accrocher. 
 Le dos du tableau est brut , sans émail.",1,500,Tableau,3500,"0 - 0,00 €"
2018-02-28 18:31:48 UTC,28,TONDO Voyage,"TABLEAU ROND 

 Calligraphie libre réalisée au pinceau sur céramique.
 Emaux très mat .
 Faïence blanche.
.
 PIÈCE UNIQUE


 Diamètre 10 cm       Épaisseur 3 cm 


Très facile à accrocher.
 Le dos du tableau est brut , sans émail.",0,500,Tableau,4000,"0 - 0,00 €"
2018-02-28 18:25:57 UTC,27,TONDO Horizon,"TABLEAU ROND

 Calligraphie libre réalisée au pinceau sur céramique.
 Email blanc mat , légèrement satiné. 
 Faïence blanche.


 PIÈCE UNIQUE


 Diamètre 9 cm    Épaisseur 3 cm


 Très facile à accrocher.
  Le dos du tableau est brut , sans émail.",0,500,Tableau,3500,"1 - 35,00 €"
2018-02-28 18:08:10 UTC,26,TONDO l'homme-papillon,"TABLEAU ROND

 Calligraphie libre réalisée au pinceau .
 Email blanc mat satiné.
 Faïence blanche.

 PIÈCE UNIQUE

 Diamètre 8,6 cm      Épaisseur 3,6 cm


Très facile à accrocher. 
Le dos du tableau est brut , sans émail.",0,500,Tableau,4500,"1 - 45,00 €"
2018-02-28 18:02:56 UTC,25,TONDO Transe,"TABLEAU ROND

 Calligraphie libre exécutée au pinceau  sur céramique.
 Emaux très mat .
 Faïence blanche.


 PIÈCE UNIQUE
 

 Diamètre 9 cm     Épaisseur 3cm


 Très facile à accrocher.
 Le dos du tableau est brut , sans émail.",0,500,Tableau,3000,"1 - 30,00 €"
2018-02-28 17:03:14 UTC,24,Onirique,"BOL 

 Pièce réalisée au tour.  
 Faïence émaillée d'un blanc mat. 
 Calligraphie exécutée au pinceau .
 le trait du pinceau a un rendu très mat .

 Céramique utilitaire et décorative.
 Pas de micro-onde.



 PIÈCE UNIQUE



  Diamètre 8,5 cm    Hauteur 9 cm",0,500,Bol,3500,"0 - 0,00 €"
2018-02-28 13:41:55 UTC,23,Astral,"BOL


 Pièce réalisée au tour.
 Faïence émaillée d'un blanc mat , légèrement satiné.
 Calligraphie réalisée au pinceau avec des nuances de trait noir satiné.
 Céramique utilitaire.
 Pas de micro-onde.


 PIÈCE UNIQUE

 
 Dimensions

 Diamètre 8 cm   Hauteur 8 cm",1,500,Bol,3000,"0 - 0,00 €"
2018-02-28 10:57:42 UTC,22,ILE,"BOL

 Pièce effectuée au tour.
 Faïence émaillée d'un blanc mat légèrement satiné.
 Calligraphie réalisée au pinceau

 Céramique utilitaire.
 Pas de micro-onde.


 PIÈCE UNIQUE

 
 Diamètre 8 cm    Hauteur 7,5 cm",0,400,Bol,3300,"0 - 0,00 €"
2018-02-28 10:46:44 UTC,21,Illusion,"BOL 

Pièce tournée .
Faïence  émaillée d'un blanc mat légèrement satiné.
Calligraphie exécutée à l'aide d'un pinceau.
 
Céramique utilitaire.
Pas de micro-onde.



PIÈCE UNIQUE



Diamètre 8 cm   Hauteur 8,5 cm",1,500,Bol,3500,"0 - 0,00 €"
2018-02-28 10:34:03 UTC,20,Instant,"Boite à thé

Faïence émaillée d'un  blanc mat , légèrement satiné.
Calligraphie réalisée au pinceau avec un émail noir .
Céramique décorative et utilitaire, la boite est aussi émaillée à l’intérieur.
Trois cuissons sont nécessaire.

PIÈCE UNIQUE


Diamètre 10,8 cm        Hauteur  20 cm",1,1500,Boite à thé,15000,"0 - 0,00 €"
2018-02-26 13:23:32 UTC,15,Ailleurs,"GRAND BOL

 Faïence blanche.
 Emaux mats , sensation de relief en surface
 Calligraphie libre réalisée au pinceau.
 Céramique utilitaire.
 Pas de micro-onde.


 PIÈCE UNIQUE



 Diamètre 11 cm     Hauteur 8 cm
 

 Invitation à une contemplation rêveuse.....",1,750,Grand bol,5500,"0 - 0,00 €"
2018-02-26 12:33:32 UTC,8,NATURE,"TABLEAU ROND

Calligraphie libre réalisée au pinceau  sur céramique.
Email blanc mat, tendance satiné.
Faïence blanche.

PIÈCE UNIQUE

Diamètre 14 cm     Épaisseur 3 cm


Très facile à accrocher.
Le dos du tableau est brut , sans émail.
",1,750,Tableau,4500,"0 - 0,00 €"
2018-02-22 23:33:35 UTC,7,Rêve,"BOL

 Faïence calligraphiée sur émail mat.
 Céramique utilitaire.
 Pas de micro-onde. 
 Pièce unique. 
 
 Dimensions

 Diamètre 8    Hauteur 8,3",1,500,Bol,4500,"0 - 0,00 €"
2018-02-22 23:27:22 UTC,6,DUNE,"BOL

 Pièce tournée.
 Faïence  émaillée d'un blanc mat légèrement satiné .
 Calligraphie libre réalisée au pinceau.
 Céramique utilitaire.
 Pas de micro-onde.


 PIÈCE UNIQUE


 Dimensions

 Diamètre 8  cm         Hauteur 7,2 cm",1,500,Bol,3000,"0 - 0,00 €"
2018-02-22 23:14:14 UTC,5,CERF VOLANT,"GOBELET

 Pièce réalisée au tour.
 Forme  droite légèrement plus étroite à l'embouchure.
 Faïence émaillée d'un blanc mat ,légèrement satiné.
 Calligraphie réalisée au pinceau.

 Céramique utilitaire
 Pas de micro-onde.



 PIÈCE UNIQUE

 

 Diamètre en haut  6,5 cm  , en bas 7 cm        Hauteur 10,5 cm
                 ",1,500,Gobelet,5000,"0 - 0,00 €"
2018-02-21 22:33:16 UTC,4,Evasion,"GRAND BOL


 Faïence émaillée d'un blanc mat légèrement satiné.
 Calligraphie réalisée au pinceau.
 Le trait peut avoir un peu de relief en surface.
 Céramique utilitaire.
 Pas de micro-onde. 



  PIÈCE UNIQUE 



  Diamètre 12 cm    Hauteur 9 cm",1,750,Grand bol,5000,"0 - 0,00 €"
